Club,Boat Type,Sub Category,Rank,Event
BIRMINGHAM UNIVERSITY BOAT CLUB C,8+,Novice Academic,236,WeHORR 2018
ROYAL HOLLOWAY BOAT CLUB,8+,Intermediate: University I,237,WeHORR 2018
UNIVERSITY COLLEGE (OXFORD) BOAT CLUB,8+,Intermediate: University I,238,WeHORR 2018
BRISTOL UNIVERSITY BOAT CLUB C,8+,Novice Academic,239,WeHORR 2018
BRADFORD AMATEUR ROWING CLUB,8+,Masters D: Provincial Club S,240,WeHORR 2018
BRASENOSE COLLEGE BOAT CLUB,8+,Intermediate: University I,241,WeHORR 2018
NOTTINGHAM UNIVERSITY BOAT CLUB C,8+,Novice Academic,242,WeHORR 2018
NOTTINGHAM TRENT UNIVERSITY ROWING CLUB,8+,Novice Academic,243,WeHORR 2018
UNIVERSITY COLLEGE LONDON BOAT CLUB D,8+,Novice Academic,244,WeHORR 2018
KINGS COLLEGE LONDON BC C,8+,Novice Academic,245,WeHORR 2018
MAIDSTONE INVICTA ROWING CLUB B,8+,School/Junior,246,WeHORR 2018
WALBROOK ROWING CLUB,8+,Masters E,247,WeHORR 2018
GLOBE ROWING CLUB B,8+,Intermediate: Club S,248,WeHORR 2018
UPPSALA ACADEMIC ROWING SOCIETY,8+,Overseas: University,249,WeHORR 2018
EXETER UNIVERSITY BOAT CLUB D,8+,Novice Academic,250,WeHORR 2018
WORCESTER UNIVERSITY ROWING CLUB B,8+,Novice Academic,251,WeHORR 2018
SOUTHAMPTON UNIVERSITY BOAT CLUB C,8+,Novice Academic,252,WeHORR 2018
ABERDEEN UNIVERSITY BC/ROBERT GORDON UNIVERSITY BC B,8+,Novice Club,253,WeHORR 2018
ROSS ROWING CLUB,8+,Intermediate: Provincial Club M,254,WeHORR 2018
GROSVENOR ROWING CLUB B,8+,Novice Club,255,WeHORR 2018
FURNIVALL SCULLING CLUB B,8+,Masters B,256,WeHORR 2018
GLOBE ROWING CLUB A,8+,Intermediate: Club S,257,WeHORR 2018
ITCHEN IMPERIAL ROWING CLUB,8+,Intermediate: Provincial Club,258,WeHORR 2018
THAMES ROWING CLUB F,8+,Novice Club,259,WeHORR 2018
FALCON ROWING CLUB,8+,Intermediate: Club S,260,WeHORR 2018
READING ROWING CLUB C,8+,Intermediate,261,WeHORR 2018
QUEEN MARY UNIVERSITY OF LONDON BOAT CLUB,8+,Novice Academic: 2,262,WeHORR 2018
LUCY CAVENDISH COLLEGE BOAT CLUB B,8+,Novice Academic,263,WeHORR 2018
TWICKENHAM ROWING CLUB A,8+,Intermediate: Club,264,WeHORR 2018
CITY OF CAMBRIDGE ROWING CLUB,8+,Intermediate: Provincial Club,265,WeHORR 2018
ST CUTHBERTS SOCIETY BOAT CLUB B,8+,Intermediate: University I,266,WeHORR 2018
TWICKENHAM ROWING CLUB B,8+,Masters E,267,WeHORR 2018
SHEFFIELD UNIVERSITY ROWING CLUB C,8+,Novice Academic,268,WeHORR 2018
LEA ROWING CLUB E,8+,Novice Club,269,WeHORR 2018
PENGWERN BOAT CLUB,8+,Masters D: Provincial Club M,270,WeHORR 2018
ST AIDANS COLLEGE BOAT CLUB B,8+,Novice Academic,271,WeHORR 2018
GREY COLLEGE BOAT CLUB B,8+,Novice Academic,272,WeHORR 2018
SOUTHAMPTON UNIVERSITY BOAT CLUB B,8+,Intermediate: University I,273,WeHORR 2018
MANCHESTER UNIVERSITY BOAT CLUB B,8+,Novice Academic,274,WeHORR 2018
BOURNEMOUTH UNIVERSITY BOAT CLUB B,8+,Intermediate: University I,275,WeHORR 2018
DEVILS ELBOW ROWING CLUB,8+,Intermediate: Provincial Club S,276,WeHORR 2018
LOUGHBOROUGH BOAT CLUB,8+,Masters D: Provincial Club S,277,WeHORR 2018
CHESTERTON ROWING CLUB B,8+,Novice Club,278,WeHORR 2018
UNIVERSITY COLLEGE (DURHAM) BOAT CLUB,8+,Novice Academic,279,WeHORR 2018
ST GEORGES HOSPITAL MED.SCH.BOAT CLUB,8+,Novice Academic,280,WeHORR 2018
ROYAL VETERINARY COLLEGE BOAT CLUB B,8+,Novice Academic,281,WeHORR 2018
BEWDLEY ROWING CLUB B,8+,Intermediate: Club M,282,WeHORR 2018
LEICESTER ROWING CLUB,8+,Intermediate: Provincial Club M,283,WeHORR 2018
SHEFFIELD HALLAM UNIVERSITY ROWING CLUB B,8+,Novice Academic,284,WeHORR 2018
WORCESTER ROWING CLUB B,8+,Novice Club,285,WeHORR 2018
CARDIFF UNIVERSITY BOAT CLUB C,8+,Novice Academic,286,WeHORR 2018
WARWICK BOAT UNIVERSITY CLUB C,8+,Novice Academic,287,WeHORR 2018
ST JOHNS COLLEGE (DURHAM) BOAT CLUB B,8+,Intermediate: University I,288,WeHORR 2018
BARNES BRIDGE LADIES ROWING CLUB C,8+,Novice Club,289,WeHORR 2018
CANOTTIERI LARIO G.SINIGAGLIA B,8+,Overseas Masters C,290,WeHORR 2018
CANOTTIERI LARIO G.SINIGAGLIA A,8+,Overseas Masters B,291,WeHORR 2018
PUTNEY TOWN ROWING CLUB D,8+,Novice Club,292,WeHORR 2018
KINGS COLLEGE LONDON BOAT CLUB B,8+,Novice Academic,293,WeHORR 2018
KINGSTON GRAMMAR SCHOOL VETERANS BOAT CLUB,8+,Masters E,294,WeHORR 2018
IMPERIAL COLLEGE SCHOOL OF MEDICINE BOAT CLUB B,8+,Novice Academic,295,WeHORR 2018
TWICKENHAM ROWING CLUB C,8+,Novice Club,296,WeHORR 2018
VESTA ROWING CLUB E,8+,Novice Club,297,WeHORR 2018
ST BARTHOLOMEWS & THE ROYAL LONDON HOSPITALS BC B,8+,Novice Academic,298,WeHORR 2018
AURIOL KENSINGTON ROWING CLUB C,8+,Intermediate: Club,299,WeHORR 2018
