Club,Boat Type,Sub Category,Rank,Event
ABINGDON SCH,8+,Junior U16 Eights: Final,1,Wallingford Regatta 2018
ABINGDON SCH,8+,Junior/School A Eights: Final,1,Wallingford Regatta 2018
AGECROFT,4+,Challenge Coxed Fours: Heat C,1,Wallingford Regatta 2018
AGECROFT,4-,Challenge Coxless Fours: Heat B,3,Wallingford Regatta 2018
AGECROFT,4+,Challenge Coxed Fours: Final,5,Wallingford Regatta 2018
AGECROFT,8+,Club Eights: Final,2,Wallingford Regatta 2018
AGECROFT,8+,Club Eights: Heat C,1,Wallingford Regatta 2018
AGECROFT,4-,Challenge Coxless Fours: Heat C,2,Wallingford Regatta 2018
AGECROFT,8+,Challenge Eights: Final,5,Wallingford Regatta 2018
AGECROFT,8+,Challenge Eights: Heat B,2,Wallingford Regatta 2018
AURIOL KENSINGTON,4-,Challenge Coxless Fours: Heat E,3,Wallingford Regatta 2018
AURIOL KENSINGTON,8+,Club Eights: Heat A,5,Wallingford Regatta 2018
AMERICAN SCH,4x,Junior/School Quadruple Sculls: Heat A,3,Wallingford Regatta 2018
BEDFORD SCH,4+,Junior U16 Coxed Fours: Heat B,4,Wallingford Regatta 2018
BEDFORD SCH,4+,Junior U16 Coxed Fours: Heat A,3,Wallingford Regatta 2018
BEDFORD SCH,8+,Junior U15 A Eights: Heat B,6,Wallingford Regatta 2018
BEDFORD SCH,8+,Junior U16 Eights: Heat C,3,Wallingford Regatta 2018
BEDFORD SCH,8+,Junior/School A Eights: Heat A,3,Wallingford Regatta 2018
BEDFORD SCH,8+,Junior/School A Eights: Final,NA,Wallingford Regatta 2018
BEDFORD RC,4x,Challenge Quadruple Sculls: Final,6,Wallingford Regatta 2018
BEDFORD RC,4x,Challenge Quadruple Sculls: Heat A,2,Wallingford Regatta 2018
BEWDLEY RC,4-,Challenge Coxless Fours: Heat B,1,Wallingford Regatta 2018
BEWDLEY RC,4-,Challenge Coxless Fours: SemiFinal B,1,Wallingford Regatta 2018
BEWDLEY RC,4-,Challenge Coxless Fours: Final,6,Wallingford Regatta 2018
BIRMINGHAM RC,1x,Challenge Single Sculls: Heat A,3,Wallingford Regatta 2018
BIRMINGHAM RC,1x,Challenge Single Sculls: Final,6,Wallingford Regatta 2018
BEDFORD MODERN,8+,Junior U16 Eights: Heat C,5,Wallingford Regatta 2018
BRIDGNORTH RC,4-,Challenge Coxless Fours: Heat E,4,Wallingford Regatta 2018
BROXBOURNE RC,8+,Challenge Eights: Heat C,6,Wallingford Regatta 2018
BROXBOURNE RC,1x,Club Single Sculls: Heat A,1,Wallingford Regatta 2018
BROXBOURNE RC,1x,Club Single Sculls: Final,4,Wallingford Regatta 2018
BROXBOURNE RC,4+,Challenge Coxed Fours: Heat A,5,Wallingford Regatta 2018
BROXBOURNE RC,4-,Challenge Coxless Fours: Heat E,6,Wallingford Regatta 2018
CANTABRIGIAN,4+,Club Coxed Fours: Heat B,4,Wallingford Regatta 2018
CANTABRIGIAN,4+,Club Coxed Fours: Heat A,4,Wallingford Regatta 2018
CANTABRIGIAN,8+,Club Eights: Heat C,3,Wallingford Regatta 2018
CANFORD SCH,8+,Junior/School B Eights: Final,6,Wallingford Regatta 2018
CANFORD SCH,8+,Junior/School B Eights: Heat A,4,Wallingford Regatta 2018
BRISTOL CITY RC,4-,Challenge Coxless Fours: SemiFinal A,6,Wallingford Regatta 2018
BRISTOL CITY RC,4-,Challenge Coxless Fours: Heat D,3,Wallingford Regatta 2018
BRISTOL CITY RC,8+,Club Eights: Final,1,Wallingford Regatta 2018
BRISTOL CITY RC,8+,Club Eights: Heat B,6,Wallingford Regatta 2018
BRISTOL CITY RC,8+,Club Eights: Heat C,2,Wallingford Regatta 2018
CLAIRES COURT,4x,Challenge Quadruple Sculls: Heat A,1,Wallingford Regatta 2018
CLAIRES COURT,4x,Challenge Quadruple Sculls: Heat B,5,Wallingford Regatta 2018
CLAIRES COURT,4x,Junior U16 Quadruple Sculls: Final,3,Wallingford Regatta 2018
CLAIRES COURT,4x,Challenge Quadruple Sculls: Final,5,Wallingford Regatta 2018
CHRISTCHURCH RC,8+,Club Eights: Heat B,4,Wallingford Regatta 2018
CAMBRIDGE 99,4+,Challenge Coxed Fours: Heat B,4,Wallingford Regatta 2018
CAMBRIDGE 99,4+,Challenge Coxed Fours: Heat A,3,Wallingford Regatta 2018
CAMBRIDGE 99,8+,Challenge Eights: Heat A,5,Wallingford Regatta 2018
OXFORD CITY,8+,Challenge Eights: Heat B,6,Wallingford Regatta 2018
OXFORD CITY,4-,Challenge Coxless Fours: Heat B,5,Wallingford Regatta 2018
OXFORD CITY,4+,Challenge Coxed Fours: Repechage,6,Wallingford Regatta 2018
OXFORD CITY,4+,Challenge Coxed Fours: Heat B,2,Wallingford Regatta 2018
CURLEW,8+,Challenge Eights: Heat B,5,Wallingford Regatta 2018
CURLEW,4-,Challenge Coxless Fours: Heat D,5,Wallingford Regatta 2018
CURLEW,4+,Challenge Coxed Fours: Heat C,6,Wallingford Regatta 2018
DERBY RC,4x,Junior/School Quadruple Sculls: Heat A,5,Wallingford Regatta 2018
EMANUEL SCH,4+,Junior U16 Coxed Fours: Heat C,4,Wallingford Regatta 2018
EMANUEL SCH,4x,Junior/School Quadruple Sculls: Heat A,6,Wallingford Regatta 2018
ETON COLL,4+,Junior/School Coxed Fours: Heat B,1,Wallingford Regatta 2018
ETON COLL,8+,Junior/School A Eights: Final,2,Wallingford Regatta 2018
ETON COLL,2-,Challenge Coxless Pairs: Final,4,Wallingford Regatta 2018
ETON COLL,8+,Challenge Eights: Heat B,1,Wallingford Regatta 2018
ETON COLL,4+,Junior/School Coxed Fours: Final,1,Wallingford Regatta 2018
ETON COLL,8+,Junior/School A Eights: Heat B,1,Wallingford Regatta 2018
ETON COLL,8+,Challenge Eights: Final,6,Wallingford Regatta 2018
EXETER RC,1x,Challenge Single Sculls: Heat A,6,Wallingford Regatta 2018
GLOBE,4x,Junior/School Quadruple Sculls: Heat B,1,Wallingford Regatta 2018
GLOBE,4x,Junior/School Quadruple Sculls: Final,6,Wallingford Regatta 2018
GREENBANK FALMOUTH,4+,Club Coxed Fours: Repechage,1,Wallingford Regatta 2018
GREENBANK FALMOUTH,4+,Club Coxed Fours: Heat A,2,Wallingford Regatta 2018
GREENBANK FALMOUTH,4+,Club Coxed Fours: Final,1,Wallingford Regatta 2018
THE GRIFFEN,1x,Challenge Single Sculls: Heat A,1,Wallingford Regatta 2018
THE GRIFFEN,1x,Challenge Single Sculls: Final,1,Wallingford Regatta 2018
HAMPTON SCH,8+,Junior/School B Eights: Heat A,5,Wallingford Regatta 2018
HAMPTON SCH,8+,Junior/School A Eights: Heat B,3,Wallingford Regatta 2018
HAMPTON SCH,4x,Junior/School Quadruple Sculls: Heat B,NA,Wallingford Regatta 2018
HAMPTON SCH,8+,Junior U15 A Eights: Final,3,Wallingford Regatta 2018
HAMPTON SCH,4+,Junior U16 Coxed Fours: Final,3,Wallingford Regatta 2018
HAMPTON SCH,8+,Junior U15 A Eights: Heat B,1,Wallingford Regatta 2018
HAMPTON SCH,4x,Junior/School Quadruple Sculls: Heat C,3,Wallingford Regatta 2018
HAMPTON SCH,8+,Junior/School A Eights: Final,4,Wallingford Regatta 2018
HAMPTON SCH,8+,Junior U15 B Eights: Final,2,Wallingford Regatta 2018
HAMPTON SCH,4+,Junior U16 Coxed Fours: Heat C,3,Wallingford Regatta 2018
HAMPTON SCH,8+,Junior U16 Eights: Heat C,4,Wallingford Regatta 2018
HAMPTON SCH,8+,Junior U16 Eights: Heat B,3,Wallingford Regatta 2018
HAMPTON SCH,8+,Junior/School B Eights: Heat B,1,Wallingford Regatta 2018
HAMPTON SCH,8+,Junior/School B Eights: Final,2,Wallingford Regatta 2018
HAMPTON SCH,4+,Junior U16 Coxed Fours: Heat B,3,Wallingford Regatta 2018
HAMPTON SCH,8+,Junior U15 B Eights: Final,5,Wallingford Regatta 2018
HAMPTON SCH,8+,Challenge Eights: Heat C,5,Wallingford Regatta 2018
HEREFORD CATH SCH,4x,Junior/School Quadruple Sculls: Heat C,4,Wallingford Regatta 2018
HENLEY RC,4x,Junior/School Quadruple Sculls: Final,1,Wallingford Regatta 2018
HENLEY RC,4x,Junior/School Quadruple Sculls: Heat A,1,Wallingford Regatta 2018
HENLEY RC,4+,Club Coxed Fours: Heat A,5,Wallingford Regatta 2018
HENLEY RC,4x,Junior U16 Quadruple Sculls: Final,1,Wallingford Regatta 2018
HENLEY RC,4+,Challenge Coxed Fours: Heat B,NA,Wallingford Regatta 2018
HINKSEY SCULLING SCH,4x,Challenge Quadruple Sculls: Final,4,Wallingford Regatta 2018
HINKSEY SCULLING SCH,2x,Junior/School Double Sculls: Final,6,Wallingford Regatta 2018
HINKSEY SCULLING SCH,4x,Challenge Quadruple Sculls: Heat B,3,Wallingford Regatta 2018
HINKSEY SCULLING SCH,4x,Junior/School Quadruple Sculls: Heat B,4,Wallingford Regatta 2018
HSBC RC,4+,Club Coxed Fours: Heat D,6,Wallingford Regatta 2018
HSBC RC,8+,Club Eights: Heat C,6,Wallingford Regatta 2018
HSBC RC,4+,Club Coxed Fours: Heat A,6,Wallingford Regatta 2018
RGS HIGH WYCOMBE,4x,Junior/School Quadruple Sculls: Heat C,2,Wallingford Regatta 2018
IMPERIAL COLL,4x,Challenge Quadruple Sculls: Final,3,Wallingford Regatta 2018
IMPERIAL COLL,4x,Challenge Quadruple Sculls: Heat B,4,Wallingford Regatta 2018
ITCHEN IMPERIAL RC,4+,Club Coxed Fours: Heat A,3,Wallingford Regatta 2018
ITCHEN IMPERIAL RC,4-,Challenge Coxless Fours: Heat F,3,Wallingford Regatta 2018
KINGS COLL SCH,8+,Junior U16 Eights: Heat B,5,Wallingford Regatta 2018
KINGS COLL SCH,4+,Junior U16 Coxed Fours: Final,4,Wallingford Regatta 2018
KINGS COLL SCH,4+,Junior U16 Coxed Fours: Heat C,2,Wallingford Regatta 2018
KINGS COLL SCH,8+,Junior U15 B Eights: Final,4,Wallingford Regatta 2018
KINGS COLL SCH,8+,Junior U15 A Eights: Heat B,3,Wallingford Regatta 2018
KINGS COLL SCH,8+,Junior U16 Eights: Heat C,2,Wallingford Regatta 2018
KINGS COLL SCH,4+,Junior U16 Coxed Fours: Heat A,1,Wallingford Regatta 2018
KINGS COLL SCH,8+,Junior/School B Eights: Heat A,NA,Wallingford Regatta 2018
KINGS COLL SCH,4+,Junior U16 Coxed Fours: Final,5,Wallingford Regatta 2018
KINGSTON GS,4+,Junior/School Coxed Fours: Heat B,6,Wallingford Regatta 2018
KINGSTON RC,1x,Club Single Sculls: Final,2,Wallingford Regatta 2018
KINGSTON RC,1x,Challenge Single Sculls: Heat B,2,Wallingford Regatta 2018
KINGSTON RC,4+,Club Coxed Fours: Heat C,3,Wallingford Regatta 2018
KINGSTON RC,4+,Club Coxed Fours: Repechage,4,Wallingford Regatta 2018
KINGSTON RC,4+,Challenge Coxed Fours: Heat A,2,Wallingford Regatta 2018
KINGSTON RC,4+,Challenge Coxed Fours: Final,6,Wallingford Regatta 2018
KINGSTON RC,4+,Junior U16 Coxed Fours: Heat A,6,Wallingford Regatta 2018
KINGSTON RC,4+,Challenge Coxed Fours: Repechage,4,Wallingford Regatta 2018
KINGSTON RC,8+,Club Eights: Heat C,4,Wallingford Regatta 2018
KINGSTON RC,4+,Junior/School Coxed Fours: Heat B,5,Wallingford Regatta 2018
KINGSTON RC,1x,Challenge Single Sculls: Final,4,Wallingford Regatta 2018
KINGSTON RC,1x,Club Single Sculls: Heat B,1,Wallingford Regatta 2018
KINGSTON RC,4+,Challenge Coxed Fours: Heat B,1,Wallingford Regatta 2018
KINGSTON RC,8+,Challenge Eights: Heat C,4,Wallingford Regatta 2018
KINGSTON RC,4+,Club Coxed Fours: Heat D,4,Wallingford Regatta 2018
KINGS SCH ELY,2x,Junior/School Double Sculls: Final,4,Wallingford Regatta 2018
KINGS SCH ELY,1x,Junior U18 Single Sculls: Final,5,Wallingford Regatta 2018
KINGS SCH WORCS,4+,Junior/School Coxed Fours: Heat A,5,Wallingford Regatta 2018
LEA RC,1x,Club Single Sculls: Heat A,2,Wallingford Regatta 2018
LEA RC,4x,Junior/School Quadruple Sculls: Heat A,2,Wallingford Regatta 2018
LEA RC,4-,Challenge Coxless Fours: SemiFinal A,5,Wallingford Regatta 2018
LEA RC,4-,Challenge Coxless Fours: Heat F,1,Wallingford Regatta 2018
LEA RC,4x,Junior/School Quadruple Sculls: Final,3,Wallingford Regatta 2018
LEA RC,8+,Club Eights: Heat B,1,Wallingford Regatta 2018
LEA RC,1x,Club Single Sculls: Final,3,Wallingford Regatta 2018
LEA RC,8+,Club Eights: Heat C,5,Wallingford Regatta 2018
LEA RC,8+,Challenge Eights: Heat C,3,Wallingford Regatta 2018
LEA RC,8+,Club Eights: Final,6,Wallingford Regatta 2018
LEA RC,4-,Challenge Coxless Fours: SemiFinal B,5,Wallingford Regatta 2018
LEA RC,4-,Challenge Coxless Fours: Heat A,3,Wallingford Regatta 2018
LEA RC,8+,Challenge Eights: Final,4,Wallingford Regatta 2018
LEEDS RC,8+,Club Eights: Heat A,1,Wallingford Regatta 2018
LEEDS RC,8+,Club Eights: Final,4,Wallingford Regatta 2018
LEEDS RC,4+,Club Coxed Fours: Heat D,2,Wallingford Regatta 2018
LEEDS RC,4+,Club Coxed Fours: Repechage,3,Wallingford Regatta 2018
LONDON RC,4+,Club Coxed Fours: Heat D,5,Wallingford Regatta 2018
LONDON RC,4-,Challenge Coxless Fours: Heat A,5,Wallingford Regatta 2018
LONDON RC,4+,Challenge Coxed Fours: Heat D,4,Wallingford Regatta 2018
LONDON RC,8+,Club Eights: Heat B,2,Wallingford Regatta 2018
LONDON RC,4+,Challenge Coxed Fours: Repechage,5,Wallingford Regatta 2018
LONDON RC,8+,Club Eights: Final,5,Wallingford Regatta 2018
LONDON RC,1x,Challenge Single Sculls: Heat A,NA,Wallingford Regatta 2018
LONDON RC,4-,Challenge Coxless Fours: Heat B,2,Wallingford Regatta 2018
LATYMER UPPER,8+,Challenge Eights: Heat A,4,Wallingford Regatta 2018
LATYMER UPPER,8+,Junior/School A Eights: Heat A,4,Wallingford Regatta 2018
LATYMER UPPER,8+,Junior U15 A Eights: Heat A,6,Wallingford Regatta 2018
MARLOW RC,4+,Club Coxed Fours: Final,6,Wallingford Regatta 2018
MARLOW RC,4x,Junior/School Quadruple Sculls: Heat B,3,Wallingford Regatta 2018
MARLOW RC,4+,Junior/School Coxed Fours: Heat A,4,Wallingford Regatta 2018
MARLOW RC,4x,Junior/School Quadruple Sculls: Final,5,Wallingford Regatta 2018
MARLOW RC,8+,Club Eights: Heat A,4,Wallingford Regatta 2018
MARLOW RC,4+,Club Coxed Fours: Heat C,1,Wallingford Regatta 2018
MAIDSTONE INVICTA,8+,Club Eights: Heat A,3,Wallingford Regatta 2018
MOLESEY BC,1x,Club Single Sculls: Final,1,Wallingford Regatta 2018
MOLESEY BC,1x,Club Single Sculls: Heat B,2,Wallingford Regatta 2018
MOLESEY BC,1x,Club Single Sculls: Heat A,4,Wallingford Regatta 2018
MEDWAY TOWNS RC,2x,Challenge Double Sculls: Final,6,Wallingford Regatta 2018
MAIDENHEAD RC,4-,Challenge Coxless Fours: Heat C,4,Wallingford Regatta 2018
MAIDENHEAD RC,4+,Club Coxed Fours: Heat B,6,Wallingford Regatta 2018
MINERVA BATH,4+,Club Coxed Fours: Repechage,5,Wallingford Regatta 2018
MINERVA BATH,4+,Club Coxed Fours: Heat B,3,Wallingford Regatta 2018
MINERVA BATH,8+,Club Eights: Heat B,5,Wallingford Regatta 2018
NOTTS COUNTY,1x,Junior U18 Single Sculls: Final,4,Wallingford Regatta 2018
NOTTS COUNTY,2x,Challenge Double Sculls: Final,4,Wallingford Regatta 2018
NORWICH RC,4-,Challenge Coxless Fours: Heat C,3,Wallingford Regatta 2018
NEWARK RC,4x,Junior/School Quadruple Sculls: Heat B,5,Wallingford Regatta 2018
PANGBOURNE COLL,8+,Junior/School A Eights: Heat A,5,Wallingford Regatta 2018
PANGBOURNE COLL,8+,Junior U16 Eights: Heat A,5,Wallingford Regatta 2018
PETERBOROUGH CITY,2x,Junior/School Double Sculls: Final,2,Wallingford Regatta 2018
PETERBOROUGH CITY,4x,Challenge Quadruple Sculls: Heat A,4,Wallingford Regatta 2018
PUTNEY TOWN,4-,Challenge Coxless Fours: Heat B,4,Wallingford Regatta 2018
PUTNEY TOWN,4-,Challenge Coxless Fours: Heat C,6,Wallingford Regatta 2018
RADLEY COLL,8+,Junior/School B Eights: Heat B,2,Wallingford Regatta 2018
RADLEY COLL,8+,Junior U16 Eights: Final,2,Wallingford Regatta 2018
RADLEY COLL,8+,Junior/School B Eights: Final,3,Wallingford Regatta 2018
RADLEY COLL,8+,Junior/School A Eights: Heat A,1,Wallingford Regatta 2018
RADLEY COLL,8+,Junior/School A Eights: Final,3,Wallingford Regatta 2018
RADLEY COLL,8+,Junior U15 A Eights: Heat A,5,Wallingford Regatta 2018
RADLEY COLL,8+,Junior U16 Eights: Heat C,1,Wallingford Regatta 2018
RADLEY COLL,8+,Challenge Eights: Heat A,3,Wallingford Regatta 2018
READING BLUE COAT SC,8+,Junior U15 A Eights: Heat B,5,Wallingford Regatta 2018
READING BLUE COAT SC,8+,Junior U15 B Eights: Final,6,Wallingford Regatta 2018
READING BLUE COAT SC,8+,Junior U16 Eights: Heat B,4,Wallingford Regatta 2018
READING BLUE COAT SC,4+,Junior/School Coxed Fours: Heat A,NA,Wallingford Regatta 2018
ROYAL CHESTER,4+,Club Coxed Fours: Heat B,1,Wallingford Regatta 2018
ROYAL CHESTER,4+,Club Coxed Fours: Final,4,Wallingford Regatta 2018
ROYAL CHESTER,4+,Club Coxed Fours: Heat D,1,Wallingford Regatta 2018
ROYAL CHESTER,4+,Challenge Coxed Fours: Heat A,4,Wallingford Regatta 2018
ROYAL CHESTER,4+,Club Coxed Fours: Final,2,Wallingford Regatta 2018
ROYAL CHESTER,4+,Challenge Coxed Fours: Heat B,5,Wallingford Regatta 2018
ROYAL CHESTER,4+,Club Coxed Fours: Heat C,5,Wallingford Regatta 2018
ROYAL CHESTER,4+,Challenge Coxed Fours: Heat D,5,Wallingford Regatta 2018
READING RC,4+,Club Coxed Fours: Heat B,5,Wallingford Regatta 2018
READING RC,1x,Challenge Single Sculls: Final,2,Wallingford Regatta 2018
READING RC,4-,Challenge Coxless Fours: Heat F,4,Wallingford Regatta 2018
READING RC,1x,Challenge Single Sculls: Heat B,1,Wallingford Regatta 2018
READING RC,1x,Club Single Sculls: Heat A,3,Wallingford Regatta 2018
READING RC,1x,Club Single Sculls: Final,6,Wallingford Regatta 2018
STAR & ARROW,4x,Junior/School Quadruple Sculls: Final,2,Wallingford Regatta 2018
STAR & ARROW,4x,Challenge Quadruple Sculls: Heat B,1,Wallingford Regatta 2018
STAR & ARROW,4x,Challenge Quadruple Sculls: Final,2,Wallingford Regatta 2018
STAR & ARROW,4x,Junior/School Quadruple Sculls: Final,4,Wallingford Regatta 2018
STAR & ARROW,4x,Junior/School Quadruple Sculls: Heat B,2,Wallingford Regatta 2018
STAR & ARROW,4x,Junior/School Quadruple Sculls: Heat C,1,Wallingford Regatta 2018
ST EDWARDS SCH,8+,Junior/School A Eights: Heat A,NA,Wallingford Regatta 2018
ST GEORGES COLL,8+,Junior U15 A Eights: Heat B,2,Wallingford Regatta 2018
ST GEORGES COLL,8+,Junior U15 A Eights: Final,6,Wallingford Regatta 2018
ST GEORGES COLL,4+,Junior U16 Coxed Fours: Heat B,2,Wallingford Regatta 2018
ST GEORGES COLL,4+,Junior/School Coxed Fours: Final,6,Wallingford Regatta 2018
ST GEORGES COLL,4+,Junior/School Coxed Fours: Heat B,4,Wallingford Regatta 2018
ST GEORGES COLL,8+,Junior/School A Eights: Heat B,NA,Wallingford Regatta 2018
SHIPLAKE COLL,4+,Challenge Coxed Fours: Heat C,5,Wallingford Regatta 2018
SHIPLAKE COLL,4-,Challenge Coxless Fours: SemiFinal B,6,Wallingford Regatta 2018
SHIPLAKE COLL,4+,Junior/School Coxed Fours: Heat A,1,Wallingford Regatta 2018
SHIPLAKE COLL,4-,Challenge Coxless Fours: Heat E,2,Wallingford Regatta 2018
SHIPLAKE COLL,4+,Junior/School Coxed Fours: Final,5,Wallingford Regatta 2018
SHIPLAKE COLL,8+,Junior U15 A Eights: Final,5,Wallingford Regatta 2018
SHIPLAKE COLL,4+,Junior/School Coxed Fours: Final,2,Wallingford Regatta 2018
SHIPLAKE COLL,4+,Junior/School Coxed Fours: Heat B,2,Wallingford Regatta 2018
SHIPLAKE COLL,4+,Challenge Coxed Fours: Heat B,3,Wallingford Regatta 2018
SHIPLAKE COLL,8+,Junior/School B Eights: Final,5,Wallingford Regatta 2018
SHIPLAKE COLL,8+,Junior/School B Eights: Heat A,1,Wallingford Regatta 2018
SHIPLAKE COLL,8+,Junior U15 A Eights: Heat A,3,Wallingford Regatta 2018
ROYAL SHREW SCH BC,8+,Junior U16 Eights: Final,4,Wallingford Regatta 2018
ROYAL SHREW SCH BC,8+,Junior/School B Eights: Heat A,2,Wallingford Regatta 2018
ROYAL SHREW SCH BC,8+,Junior U16 Eights: Heat B,2,Wallingford Regatta 2018
ROYAL SHREW SCH BC,8+,Challenge Eights: Heat B,3,Wallingford Regatta 2018
ROYAL SHREW SCH BC,8+,Junior/School B Eights: Final,1,Wallingford Regatta 2018
ST NEOTS RC,4-,Challenge Coxless Fours: Heat D,4,Wallingford Regatta 2018
ST PAULS SCH,8+,Junior/School A Eights: Heat B,NA,Wallingford Regatta 2018
ST PAULS SCH,8+,Junior U16 Eights: Heat B,1,Wallingford Regatta 2018
ST PAULS SCH,4-,Challenge Coxless Fours: SemiFinal A,2,Wallingford Regatta 2018
ST PAULS SCH,8+,Challenge Eights: Heat C,1,Wallingford Regatta 2018
ST PAULS SCH,8+,Junior/School B Eights: Heat B,4,Wallingford Regatta 2018
ST PAULS SCH,8+,Challenge Eights: Final,2,Wallingford Regatta 2018
ST PAULS SCH,4+,Junior U16 Coxed Fours: Final,1,Wallingford Regatta 2018
ST PAULS SCH,4-,Challenge Coxless Fours: Heat A,1,Wallingford Regatta 2018
ST PAULS SCH,4+,Junior U16 Coxed Fours: Heat C,1,Wallingford Regatta 2018
ST PAULS SCH,4-,Challenge Coxless Fours: Final,1,Wallingford Regatta 2018
ST PAULS SCH,4+,Challenge Coxed Fours: Final,1,Wallingford Regatta 2018
ST PAULS SCH,4+,Challenge Coxed Fours: Heat D,1,Wallingford Regatta 2018
ST PAULS SCH,4+,Junior U16 Coxed Fours: Heat A,4,Wallingford Regatta 2018
ST PAULS SCH,8+,Junior U16 Eights: Final,5,Wallingford Regatta 2018
STAR CLUB,4-,Challenge Coxless Fours: Heat D,2,Wallingford Regatta 2018
STAR CLUB,4-,Challenge Coxless Fours: Final,3,Wallingford Regatta 2018
STAR CLUB,4x,Challenge Quadruple Sculls: Heat A,3,Wallingford Regatta 2018
STAR CLUB,4-,Challenge Coxless Fours: SemiFinal B,2,Wallingford Regatta 2018
STAINES,4x,Junior/School Quadruple Sculls: Heat C,6,Wallingford Regatta 2018
STRATFORD-U-AVON BC,4-,Challenge Coxless Fours: Heat A,4,Wallingford Regatta 2018
STRATFORD-U-AVON BC,4+,Challenge Coxed Fours: Heat C,4,Wallingford Regatta 2018
SIR W BORLASE,8+,Junior U15 A Eights: Heat B,4,Wallingford Regatta 2018
SIR W BORLASE,4x,Junior U16 Quadruple Sculls: Final,2,Wallingford Regatta 2018
THAMES RC,4+,Challenge Coxed Fours: Final,4,Wallingford Regatta 2018
THAMES RC,4-,Challenge Coxless Fours: Heat C,1,Wallingford Regatta 2018
THAMES RC,4+,Club Coxed Fours: Final,5,Wallingford Regatta 2018
THAMES RC,4-,Challenge Coxless Fours: Final,2,Wallingford Regatta 2018
THAMES RC,8+,Challenge Eights: Final,3,Wallingford Regatta 2018
THAMES RC,8+,Challenge Eights: Final,1,Wallingford Regatta 2018
THAMES RC,4+,Club Coxed Fours: Repechage,2,Wallingford Regatta 2018
THAMES RC,1x,Challenge Single Sculls: Final,5,Wallingford Regatta 2018
THAMES RC,4-,Challenge Coxless Fours: SemiFinal B,3,Wallingford Regatta 2018
THAMES RC,4+,Challenge Coxed Fours: Heat D,3,Wallingford Regatta 2018
THAMES RC,4-,Challenge Coxless Fours: Heat D,1,Wallingford Regatta 2018
THAMES RC,2-,Challenge Coxless Pairs: Final,1,Wallingford Regatta 2018
THAMES RC,8+,Challenge Eights: Heat A,1,Wallingford Regatta 2018
THAMES RC,2-,Challenge Coxless Pairs: Final,2,Wallingford Regatta 2018
THAMES RC,4+,Challenge Coxed Fours: Heat C,2,Wallingford Regatta 2018
THAMES RC,4+,Club Coxed Fours: Heat D,3,Wallingford Regatta 2018
THAMES RC,8+,Challenge Eights: Heat C,2,Wallingford Regatta 2018
THAMES RC,8+,Challenge Eights: Heat B,4,Wallingford Regatta 2018
THAMES RC,4+,Challenge Coxed Fours: Repechage,3,Wallingford Regatta 2018
THAMES RC,4-,Challenge Coxless Fours: SemiFinal A,1,Wallingford Regatta 2018
THAMES RC,4-,Challenge Coxless Fours: Final,5,Wallingford Regatta 2018
THAMES RC,1x,Challenge Single Sculls: Heat B,4,Wallingford Regatta 2018
THAMES RC,2x,Challenge Double Sculls: Final,3,Wallingford Regatta 2018
THAMES RC,4+,Club Coxed Fours: Heat C,4,Wallingford Regatta 2018
THAMES RC,1x,Challenge Single Sculls: Heat A,5,Wallingford Regatta 2018
THAMES RC,4+,Challenge Coxed Fours: Repechage,1,Wallingford Regatta 2018
THAMES RC,8+,Club Eights: Final,3,Wallingford Regatta 2018
THAMES RC,1x,Challenge Single Sculls: Heat B,3,Wallingford Regatta 2018
THAMES RC,8+,Club Eights: Heat A,2,Wallingford Regatta 2018
TIDEWAY SCULLERS,4+,Challenge Coxed Fours: Heat A,1,Wallingford Regatta 2018
TIDEWAY SCULLERS,1x,Club Single Sculls: Heat B,6,Wallingford Regatta 2018
TIDEWAY SCULLERS,4-,Challenge Coxless Fours: SemiFinal A,4,Wallingford Regatta 2018
TIDEWAY SCULLERS,4+,Junior/School Coxed Fours: Heat A,2,Wallingford Regatta 2018
TIDEWAY SCULLERS,4+,Club Coxed Fours: Final,3,Wallingford Regatta 2018
TIDEWAY SCULLERS,4+,Junior/School Coxed Fours: Final,3,Wallingford Regatta 2018
TIDEWAY SCULLERS,4+,Club Coxed Fours: Heat A,1,Wallingford Regatta 2018
TIDEWAY SCULLERS,4-,Challenge Coxless Fours: Heat A,2,Wallingford Regatta 2018
TIDEWAY SCULLERS,1x,Club Single Sculls: Heat B,3,Wallingford Regatta 2018
TIDEWAY SCULLERS,1x,Club Single Sculls: Heat A,NA,Wallingford Regatta 2018
TIDEWAY SCULLERS,8+,Junior U15 A Eights: Heat A,2,Wallingford Regatta 2018
TIDEWAY SCULLERS,8+,Junior U15 A Eights: Final,2,Wallingford Regatta 2018
TIDEWAY SCULLERS,4-,Challenge Coxless Fours: Heat F,NA,Wallingford Regatta 2018
TIDEWAY SCULLERS,1x,Club Single Sculls: Final,5,Wallingford Regatta 2018
TIDEWAY SCULLERS,4+,Challenge Coxed Fours: Final,2,Wallingford Regatta 2018
TIDEWAY SCULLERS,1x,Club Single Sculls: Heat A,NA,Wallingford Regatta 2018
TWICKENHAM RC,1x,Junior U18 Single Sculls: Final,1,Wallingford Regatta 2018
UPPER THAMES RC,1x,Challenge Single Sculls: Heat B,5,Wallingford Regatta 2018
UPPER THAMES RC,1x,Challenge Single Sculls: Heat A,2,Wallingford Regatta 2018
UPPER THAMES RC,4-,Challenge Coxless Fours: Heat E,1,Wallingford Regatta 2018
